cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
mai_1k_100k,rif,1000,3.818,10,100k,C_pav,MAINJACK,0.0009621,1.089979,,sotto,"pavimento di C a 1.000 s, cond 1"
mai_1k_100k,rif,1000,3.818,10,100k,C_pav,MAINJACK,0.0009621,8.540979,,sotto,"pavimento di C a 8.500 s, cond 1"
mai_1k_100k,rif,1000,3.818,10,100k,C_pav,FIXJACK1,7.266e-05,1.142198,,sotto,"pavimento di C a 1.000 s, cond 1"
mai_1k_100k,rif,1000,3.818,10,100k,C_pav,FIXJACK1,7.266e-05,8.509198,,sotto,"pavimento di C a 8.500 s, cond 1"
mai_1k_100k,rif,1000,3.818,10,100k,C_pav,FIXJACK2,7.266e-05,1.142198,,sotto,"pavimento di C a 1.000 s, cond 1"
mai_1k_100k,rif,1000,3.818,10,100k,C_pav,FIXJACK2,7.266e-05,8.509198,,sotto,"pavimento di C a 8.500 s, cond 1"
sempre_1k_100k,rif,1000,3.818,10,100k,B1,MAINJACK,5.762e-08,7.127167,,sotto,"riferimento sempre in mute, da 0,5 s"
sempre_1k_100k,rif,1000,3.818,10,100k,B1,FIXJACK1,1.831e-08,14.025167,,sotto,"riferimento sempre in mute, da 0,5 s"
sempre_1k_100k,rif,1000,3.818,10,100k,B1,FIXJACK2,1.831e-08,16.916167,,sotto,"riferimento sempre in mute, da 0,5 s"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,A_ins,MAINJACK,12.71,1.000021,2.000,SOPRA,riferimento sempre_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,A_rel,MAINJACK,12.71,8.500021,2.000,SOPRA,riferimento mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,B2,MAINJACK,2.853e-07,7.529365,,sotto,mute da t_ins+t_grad+20 ms a t_rel
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C1_ins,MAINJACK,0.002505,2.353969,,SOPRA,"diagnostica, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C1_rel,MAINJACK,0.00136,13.901979,,SOPRA,"diagnostica, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C2_ins,MAINJACK,0.002505,2.353969,,SOPRA,"riferimento sempre_1k_100k, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C2_rel,MAINJACK,0.001471,12.355240,,SOPRA,"riferimento mai_1k_100k, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,S_ins,MAINJACK,7.163,6.040000,,sotto,dB in 100 ms sopra -70 dB; pieno 12.01 V da mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,S_rel,MAINJACK,5.32,9.437000,,sotto,dB in 100 ms sopra -70 dB; pieno 12.01 V da mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,A_ins,FIXJACK1,4.033,1.000021,2.000,SOPRA,riferimento sempre_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,A_rel,FIXJACK1,4.033,8.500021,2.000,SOPRA,riferimento mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,B2,FIXJACK1,9.837e-08,7.527365,,sotto,mute da t_ins+t_grad+20 ms a t_rel
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C1_ins,FIXJACK1,0.0006044,2.353958,,sotto,"diagnostica, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C1_rel,FIXJACK1,0.000276,12.579333,,sotto,"diagnostica, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C2_ins,FIXJACK1,0.0006044,2.353958,,sotto,"riferimento sempre_1k_100k, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C2_rel,FIXJACK1,0.000297,12.504271,,sotto,"riferimento mai_1k_100k, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,S_ins,FIXJACK1,7.163,6.040000,,sotto,dB in 100 ms sopra -70 dB; pieno 3.813 V da mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,S_rel,FIXJACK1,5.32,9.437000,,sotto,dB in 100 ms sopra -70 dB; pieno 3.813 V da mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,A_ins,FIXJACK2,4.033,1.000021,2.000,SOPRA,riferimento sempre_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,A_rel,FIXJACK2,4.033,8.500021,2.000,SOPRA,riferimento mai_1k_100k
