blk,modo_db,f_hz,vin_pk,k_att,caso,p_q132,p_q133,icmax_q132,icmin_q132,icmax_q133,icmin_q133,p_q122,icmax_q122,p_q125,p_q127,p_q121a,p_q121b,p_q117,p_q118,p_q106,p_jq110a,p_jq110b,p_r134,p_r135,p_r130,p_r131,p_r123,p_r126,p_rsep,p_rsep2,irms_rsep,irms_rsep2,p_q132_w1,p_q132_w2,voutpk
A,0,20000,0.4243,1,4,0.213971,0.213512,0.0146045,0.0145085,-0.0145128,-0.0146034,0.086598,-0.00641387,0.0863847,0.0109835,0.00150947,0.00177557,0.00986077,0.00990889,0.0640757,0.0193251,0.0189111,0.00476248,0.00476356,2.45268E-07,2.45465E-07,0.00384455,0.00383311,4.3692E-08,2.06653E-09,3.04897E-05,6.6309E-06,0.213971,0.213971,0.407358
B,0,20000,0.4243,1,4,0.213427,0.212478,0.019091,0.0101266,-0.010184,-0.0190335,0.0866786,-0.00633729,0.0862774,0.0109827,0.00150946,0.0017755,0.00986067,0.00990883,0.0640031,0.0193613,0.0189467,0.00500584,0.0050001,2.57396E-07,2.57469E-07,0.00384491,0.00383306,0.00190803,0,0.00637154,0,0.213426,0.213426,0.390645
A,0,20000,1.4142,1,0,0.213867,0.213414,0.0147164,0.0143963,-0.0144073,-0.0147088,0.0865905,-0.00634724,0.0863872,0.0109834,0.00150948,0.00177521,0.0098606,0.00990866,0.0640773,0.0193238,0.0189103,0.00476271,0.00476378,2.45491E-07,2.45727E-07,0.00384492,0.0038331,4.85325E-07,2.29548E-08,0.000101617,2.20998E-05,0.213866,0.213867,1.397
B,0,20000,1.4142,1,0,0.214224,0.213263,0.0145692,0.0145451,-0.0145481,-0.0145666,0.0866983,-0.00634795,0.0862798,0.0109833,0.00150947,0.00177518,0.00986052,0.00990861,0.0640046,0.0193601,0.0189459,0.00476293,0.00476293,2.4537E-07,2.45688E-07,0.0038448,0.00383304,9.92057E-09,0,1.45285E-05,0,0.214224,0.214224,1.37936
A,0,20000,1.4142,1,1,0.213867,0.213414,0.0147164,0.0143963,-0.0144073,-0.0147088,0.0865905,-0.00634724,0.0863872,0.0109834,0.00150948,0.00177521,0.0098606,0.00990866,0.0640773,0.0193238,0.0189103,0.00476271,0.00476378,2.45491E-07,2.45727E-07,0.00384492,0.0038331,4.85325E-07,2.29548E-08,0.000101617,2.20998E-05,0.213866,0.213867,1.397
B,0,20000,1.4142,1,1,0.214224,0.213263,0.0145692,0.0145451,-0.0145481,-0.0145666,0.0866983,-0.00634795,0.0862798,0.0109833,0.00150947,0.00177518,0.00986052,0.00990861,0.0640046,0.0193601,0.0189459,0.00476293,0.00476293,2.4537E-07,2.45688E-07,0.0038448,0.00383304,9.92057E-09,0,1.45285E-05,0,0.214224,0.214224,1.37936
A,0,20000,1.4142,1,2,0.207775,0.207461,0.0307596,0.000769105,-0.000894127,-0.0306387,0.0863083,-0.00608238,0.0863872,0.0109726,0.00150947,0.00177481,0.00986041,0.00990849,0.0640773,0.0193229,0.0189111,0.00762247,0.00757109,3.90133E-07,3.88477E-07,0.00385038,0.00383309,0.0212066,2.29288E-08,0.0212416,2.20873E-05,0.20777,0.207771,1.39638
B,0,20000,1.4142,1,2,0.214225,0.213263,0.0145692,0.0145451,-0.0145481,-0.0145667,0.0866983,-0.00634793,0.0862797,0.0109833,0.00150947,0.00177518,0.00986051,0.00990862,0.0640046,0.0193601,0.018946,0.00476293,0.00476293,2.45368E-07,2.45689E-07,0.0038448,0.00383304,9.90933E-09,0,1.45202E-05,0,0.214224,0.214225,1.37939
A,0,20000,1.4142,1,3,0.207818,0.207505,0.030837,0.000736238,-0.000859641,-0.0307178,0.086307,-0.00608112,0.0863872,0.0109724,0.00150947,0.00177481,0.00986041,0.00990849,0.0640773,0.0193229,0.0189111,0.00764607,0.00759465,3.91314E-07,3.8966E-07,0.00385041,0.00383309,4.84771E-07,0.0212064,0.000101559,0.0212415,0.207814,0.207815,1.39638
B,0,20000,1.4142,1,3,0.214225,0.213263,0.0145692,0.0145451,-0.0145481,-0.0145667,0.0866983,-0.00634793,0.0862797,0.0109833,0.00150947,0.00177518,0.00986051,0.00990862,0.0640046,0.0193601,0.018946,0.00476293,0.00476293,2.45368E-07,2.45689E-07,0.0038448,0.00383304,9.90925E-09,0,1.45202E-05,0,0.214224,0.214225,1.37938
A,0,20000,1.4142,1,4,0.213867,0.213414,0.0147163,0.0143964,-0.0144071,-0.0147089,0.0865904,-0.0063471,0.0863871,0.0109834,0.00150948,0.00177521,0.00986058,0.00990868,0.0640772,0.0193238,0.0189104,0.00476271,0.00476378,2.45489E-07,2.45729E-07,0.00384491,0.0038331,4.85373E-07,2.2957E-08,0.000101622,2.21009E-05,0.213867,0.213867,1.39649
B,0,20000,1.4142,1,4,0.207971,0.207137,0.0306382,0.000823126,-0.000950059,-0.0305119,0.0864161,-0.00608443,0.0862799,0.0109726,0.00150947,0.00177478,0.00986033,0.00990844,0.0640046,0.0193592,0.0189467,0.00758521,0.00753265,3.88153E-07,3.86657E-07,0.00385019,0.00383303,0.0211959,0,0.0212363,0,0.207967,0.207967,1.37943
A,0,20000,2.8284,1,0,0.213523,0.21309,0.014876,0.0142358,-0.0142561,-0.014859,0.0865657,-0.0062519,0.0863953,0.0109832,0.0015095,0.00177402,0.00986003,0.00990789,0.0640824,0.0193196,0.0189081,0.00476349,0.00476447,2.46227E-07,2.46594E-07,0.00384614,0.00383305,1.94136E-06,9.18222E-08,0.000203238,4.42003E-05,0.213523,0.213523,2.81101
B,0,20000,2.8284,1,0,0.214196,0.213249,0.0145808,0.0145324,-0.0145393,-0.0145765,0.0866802,-0.00625331,0.0862878,0.0109831,0.00150949,0.001774,0.00985996,0.00990785,0.0640097,0.019356,0.0189436,0.0047628,0.00476279,2.4587E-07,2.46319E-07,0.003846,0.00383299,3.96836E-08,0,2.90574E-05,0,0.214196,0.214196,2.79317
A,0,20000,2.8284,1,1,0.213523,0.21309,0.014876,0.0142358,-0.0142561,-0.014859,0.0865657,-0.0062519,0.0863953,0.0109832,0.0015095,0.00177402,0.00986003,0.00990789,0.0640824,0.0193196,0.0189081,0.00476349,0.00476447,2.46227E-07,2.46594E-07,0.00384614,0.00383305,1.94136E-06,9.18222E-08,0.000203238,4.42003E-05,0.213523,0.213523,2.81101
B,0,20000,2.8284,1,1,0.214196,0.213249,0.0145808,0.0145324,-0.0145393,-0.0145765,0.0866802,-0.00625331,0.0862878,0.0109831,0.00150949,0.001774,0.00985996,0.00990785,0.0640097,0.019356,0.0189436,0.0047628,0.00476279,2.4587E-07,2.46319E-07,0.003846,0.00383299,3.96836E-08,0,2.90574E-05,0,0.214196,0.214196,2.79317
A,0,20000,2.8284,1,2,0.259187,0.258535,0.059762,-2.40548E-05,2.19006E-05,-0.0597662,0.085351,-0.00567117,0.0863939,0.0108264,0.00150949,0.0017719,0.00985868,0.00990727,0.0640828,0.0193152,0.0189113,0.0211714,0.0211598,1.11165E-06,1.11491E-06,0.00387024,0.00383299,0.0848103,9.16977E-08,0.0424788,4.417E-05,0.259191,0.2592,2.80904
B,0,20000,2.8284,1,2,0.214196,0.213249,0.0145811,0.0145317,-0.0145379,-0.0145775,0.0866805,-0.00624823,0.0862878,0.0109831,0.00150948,0.001774,0.00986001,0.00990783,0.0640097,0.0193561,0.0189435,0.0047628,0.00476279,2.45873E-07,2.46315E-07,0.00384603,0.00383299,3.96298E-08,0,2.90375E-05,0,0.214195,0.214196,2.79101
A,0,20000,2.8284,1,3,0.259793,0.259143,0.0599795,-2.22647E-05,2.03289E-05,-0.0599904,0.0853447,-0.00567236,0.086394,0.0108249,0.00150949,0.00177188,0.00985868,0.00990727,0.0640828,0.0193152,0.0189113,0.021318,0.0213058,1.11949E-06,1.12266E-06,0.00387039,0.00383299,1.93877E-06,0.0848117,0.000203102,0.0424795,0.259815,0.259796,2.80526
B,0,20000,2.8284,1,3,0.214196,0.213249,0.0145808,0.0145323,-0.0145384,-0.0145774,0.0866804,-0.0062525,0.0862878,0.0109831,0.00150948,0.001774,0.00986,0.00990784,0.0640097,0.019356,0.0189436,0.0047628,0.00476279,2.45873E-07,2.46316E-07,0.00384602,0.00383299,3.96304E-08,0,2.90379E-05,0,0.214195,0.214196,2.78721
A,0,20000,2.8284,1,4,0.213523,0.21309,0.014876,0.0142358,-0.0142562,-0.0148591,0.0865657,-0.00625197,0.0863954,0.0109832,0.0015095,0.00177402,0.00986003,0.00990789,0.0640824,0.0193197,0.0189081,0.00476349,0.00476447,2.46228E-07,2.46594E-07,0.00384615,0.00383305,1.94134E-06,9.1821E-08,0.000203237,4.42E-05,0.213523,0.213523,2.81093
B,0,20000,2.8284,1,4,0.258601,0.257232,0.0594076,-2.01911E-05,1.83433E-05,-0.0594153,0.0854665,-0.00567813,0.0862864,0.0108285,0.00150949,0.00177188,0.0098586,0.00990726,0.06401,0.0193515,0.018947,0.0209402,0.0209249,1.09886E-06,1.10252E-06,0.00386979,0.00383294,0.0847724,0,0.0424697,0,0.258616,0.258607,2.78973
A,0,20000,3.818,1,0,0.213147,0.212735,0.0149874,0.0141233,-0.0141506,-0.0149645,0.0865387,-0.00618528,0.0864044,0.0109829,0.00150952,0.00177271,0.0098594,0.00990706,0.0640881,0.019315,0.0189055,0.00476434,0.00476523,2.47042E-07,2.47547E-07,0.00384751,0.003833,3.5374E-06,1.67311E-07,0.000274343,5.96642E-05,0.213146,0.213147,3.79982
B,0,20000,3.818,1,0,0.214165,0.213234,0.0145887,0.0145233,-0.0145333,-0.0145836,0.0866605,-0.00618729,0.0862967,0.0109829,0.00150951,0.0017727,0.00985933,0.00990702,0.0640153,0.0193514,0.0189411,0.00476266,0.00476265,2.46427E-07,2.47013E-07,0.00384734,0.00383294,7.23081E-08,0,3.92234E-05,0,0.214164,0.214165,3.78045
A,0,20000,3.818,1,1,0.213147,0.212735,0.0149874,0.0141233,-0.0141506,-0.0149645,0.0865387,-0.00618528,0.0864044,0.0109829,0.00150952,0.00177271,0.0098594,0.00990706,0.0640881,0.019315,0.0189055,0.00476434,0.00476523,2.47042E-07,2.47547E-07,0.00384751,0.003833,3.5374E-06,1.67311E-07,0.000274343,5.96642E-05,0.213146,0.213147,3.79982
B,0,20000,3.818,1,1,0.214165,0.213234,0.0145887,0.0145233,-0.0145333,-0.0145836,0.0866605,-0.00618729,0.0862967,0.0109829,0.00150951,0.0017727,0.00985933,0.00990702,0.0640153,0.0193514,0.0189411,0.00476266,0.00476265,2.46427E-07,2.47013E-07,0.00384734,0.00383294,7.23081E-08,0,3.92234E-05,0,0.214164,0.214165,3.78045
A,0,20000,3.818,1,2,0.298749,0.297922,0.0806385,-3.00148E-05,3.3062E-05,-0.080675,0.0842208,-0.00540158,0.0864122,0.0106825,0.00150958,0.00176836,0.00985493,0.00990756,0.0640893,0.0193021,0.0189157,0.0373789,0.0373739,2.02831E-06,2.03544E-06,0.00389326,0.00383289,0.154518,1.67067E-07,0.0573378,5.96206E-05,0.298775,0.298759,3.79778
B,0,20000,3.818,1,2,0.214161,0.213238,0.0145888,0.0145233,-0.0145316,-0.0145852,0.086659,-0.00617876,0.0862984,0.0109829,0.00150951,0.0017727,0.00985935,0.00990705,0.0640164,0.0193509,0.0189406,0.00476266,0.00476265,2.46427E-07,2.47013E-07,0.00384734,0.00383294,7.22026E-08,0,3.91947E-05,0,0.21416,0.214161,3.77734
A,0,20000,3.818,1,3,0.299536,0.298694,0.0809627,-2.11746E-05,2.43629E-05,-0.0809899,0.0842085,-0.0053915,0.0864123,0.0106805,0.00150958,0.00176838,0.00985479,0.00990766,0.0640894,0.0193017,0.018916,0.0376464,0.0376427,2.0432E-06,2.05048E-06,0.00389361,0.00383289,3.53203E-06,0.154509,0.000274133,0.057336,0.299583,0.299531,3.79558
B,0,20000,3.818,1,3,0.214161,0.213239,0.0145893,0.0145229,-0.0145321,-0.0145848,0.0866589,-0.00617184,0.0862985,0.0109829,0.00150951,0.00177271,0.00985936,0.00990703,0.0640165,0.0193509,0.0189405,0.00476266,0.00476265,2.46427E-07,2.47009E-07,0.00384734,0.00383294,7.21983E-08,0,3.91934E-05,0,0.214159,0.21416,3.77686
A,0,20000,3.818,1,4,0.213147,0.212735,0.0149874,0.0141236,-0.0141498,-0.0149647,0.0865386,-0.0061849,0.0864043,0.0109829,0.00150952,0.00177271,0.00985935,0.0099071,0.0640879,0.019315,0.0189057,0.00476434,0.00476523,2.47039E-07,2.47552E-07,0.00384748,0.003833,3.53771E-06,1.67326E-07,0.000274355,5.96669E-05,0.213147,0.213147,3.79865
B,0,20000,3.818,1,4,0.297994,0.296192,0.0801105,-3.53565E-05,3.29371E-05,-0.0801373,0.0843459,-0.00540103,0.0863046,0.0106856,0.0015096,0.00176846,0.00985457,0.0099078,0.0640165,0.0193378,0.0189519,0.0369476,0.0369406,2.00376E-06,2.01194E-06,0.00389254,0.00383283,0.154444,0,0.0573241,0,0.298011,0.298007,3.7807
A,10,1000,3.818,0.25,0,0.213142,0.212747,0.0149851,0.0141246,-0.0141526,-0.0149628,0.0865393,-0.00640937,0.0864046,0.0109829,0.00150942,0.0017756,0.00986072,0.00990864,0.0640875,0.0193161,0.0189067,0.00476395,0.00476559,2.46169E-07,2.46365E-07,0.00384449,0.00383301,3.53863E-06,1.67375E-07,0.00027439,5.96755E-05,0.213139,0.213142,3.79991
B,10,1000,3.818,0.25,0,0.213426,0.211983,0.0152469,0.0138382,-0.0138918,-0.0152518,0.0868589,-0.00640884,0.0860794,0.0109823,0.00150946,0.00177545,0.00986089,0.00990887,0.0640581,0.0193333,0.0189201,0.004759,0.00477785,2.4569E-07,2.47152E-07,0.00384381,0.00383289,4.46016E-08,0,3.08054E-05,0,0.213424,0.213426,2.93089
A,10,1000,3.818,0.25,1,0.213142,0.212747,0.0149851,0.0141246,-0.0141526,-0.0149628,0.0865393,-0.00640937,0.0864046,0.0109829,0.00150942,0.0017756,0.00986072,0.00990864,0.0640875,0.0193161,0.0189067,0.00476395,0.00476559,2.46169E-07,2.46365E-07,0.00384449,0.00383301,3.53863E-06,1.67375E-07,0.00027439,5.96755E-05,0.213139,0.213142,3.79991
B,10,1000,3.818,0.25,1,0.213426,0.211983,0.0152469,0.0138382,-0.0138918,-0.0152518,0.0868589,-0.00640884,0.0860794,0.0109823,0.00150946,0.00177545,0.00986089,0.00990887,0.0640581,0.0193333,0.0189201,0.004759,0.00477785,2.4569E-07,2.47152E-07,0.00384381,0.00383289,4.46016E-08,0,3.08054E-05,0,0.213424,0.213426,2.93089
A,10,1000,3.818,0.25,4,0.213142,0.212747,0.0149852,0.0141245,-0.0141526,-0.0149628,0.0865393,-0.00640937,0.0864046,0.0109829,0.00150942,0.0017756,0.00986072,0.00990864,0.0640875,0.019316,0.0189067,0.00476395,0.00476559,2.46169E-07,2.46365E-07,0.00384449,0.00383301,3.53821E-06,1.67355E-07,0.000274374,5.9672E-05,0.213139,0.213142,3.80004
B,10,1000,3.818,0.25,4,0.243898,0.241961,0.0521691,-8.50682E-08,9.82531E-08,-0.0522345,0.0859683,-0.0058621,0.0860733,0.0108725,0.00150942,0.00177515,0.00986098,0.00990872,0.064058,0.0193329,0.0189205,0.0165607,0.0165957,8.51445E-07,8.55447E-07,0.00385906,0.00383285,0.0627244,0,0.0365317,0,0.243495,0.243811,2.92811
A,10,1000,3.818,0.5,0,0.213141,0.212746,0.0149855,0.0141242,-0.0141522,-0.0149631,0.0865393,-0.00640936,0.0864046,0.0109829,0.00150942,0.0017756,0.00986072,0.00990864,0.0640875,0.0193161,0.0189067,0.00476395,0.0047656,2.46169E-07,2.46366E-07,0.00384449,0.00383301,3.53863E-06,1.67375E-07,0.00027439,5.96755E-05,0.213139,0.213141,3.79991
B,10,1000,3.818,0.5,0,0.210397,0.208767,0.0159475,0.0131319,-0.0132159,-0.015934,0.0867975,-0.00637527,0.0860317,0.0109807,0.00150942,0.00177541,0.00986103,0.0099086,0.064042,0.0193399,0.0189289,0.00477426,0.00479586,2.48846E-07,2.50519E-07,0.00384367,0.00383264,1.78183E-07,0,6.15722E-05,0,0.210388,0.210395,5.91003
A,10,1000,3.818,0.5,1,0.213141,0.212746,0.0149855,0.0141242,-0.0141522,-0.0149631,0.0865393,-0.00640936,0.0864046,0.0109829,0.00150942,0.0017756,0.00986072,0.00990864,0.0640875,0.0193161,0.0189067,0.00476395,0.0047656,2.46169E-07,2.46366E-07,0.00384449,0.00383301,3.53863E-06,1.67375E-07,0.00027439,5.96755E-05,0.213139,0.213141,3.79991
B,10,1000,3.818,0.5,1,0.210397,0.208767,0.0159475,0.0131319,-0.0132159,-0.015934,0.0867975,-0.00637527,0.0860317,0.0109807,0.00150942,0.00177541,0.00986103,0.0099086,0.064042,0.0193399,0.0189289,0.00477426,0.00479586,2.48846E-07,2.50519E-07,0.00384367,0.00383264,1.78183E-07,0,6.15722E-05,0,0.210388,0.210395,5.91003
A,10,1000,3.818,0.5,4,0.213141,0.212747,0.0149855,0.0141242,-0.0141522,-0.0149632,0.0865393,-0.00640936,0.0864046,0.0109829,0.00150942,0.0017756,0.00986072,0.00990864,0.0640875,0.019316,0.0189067,0.00476395,0.00476559,2.46169E-07,2.46365E-07,0.00384449,0.00383301,3.53811E-06,1.6735E-07,0.00027437,5.96712E-05,0.213138,0.213141,3.80007
B,10,1000,3.818,0.5,4,0.332097,0.327367,0.10421,-1.00739E-06,1.08223E-06,-0.104274,0.0828158,-0.00521683,0.0860455,0.0105023,0.00150926,0.00177414,0.00986061,0.00990869,0.0640418,0.0193364,0.0189322,0.0617233,0.0618577,3.45402E-06,3.47296E-06,0.00391058,0.00383245,0.250515,0,0.0730076,0,0.331093,0.331898,5.90305
A,10,1000,3.818,0.79,0,0.21314,0.212745,0.0149862,0.0141235,-0.0141516,-0.0149638,0.0865393,-0.00640935,0.0864046,0.0109829,0.00150942,0.0017756,0.00986072,0.00990864,0.0640874,0.0193161,0.0189067,0.00476396,0.0047656,2.4617E-07,2.46367E-07,0.00384449,0.00383301,3.53884E-06,1.67385E-07,0.000274398,5.96773E-05,0.213137,0.213139,3.79983
B,10,1000,3.818,0.79,0,0.204211,0.202453,0.0167626,0.0123106,-0.0124301,-0.0167278,0.086604,-0.00633548,0.0860074,0.0109776,0.00150932,0.00177534,0.00986132,0.00990802,0.0640249,0.0193456,0.018939,0.00480646,0.00483034,2.55353E-07,2.5721E-07,0.00384353,0.00383217,4.45587E-07,0,9.73682E-05,0,0.204189,0.204204,9.37546
A,10,1000,3.818,0.79,1,0.21314,0.212745,0.0149862,0.0141235,-0.0141516,-0.0149638,0.0865393,-0.00640935,0.0864046,0.0109829,0.00150942,0.0017756,0.00986072,0.00990864,0.0640874,0.0193161,0.0189067,0.00476396,0.0047656,2.4617E-07,2.46367E-07,0.00384449,0.00383301,3.53884E-06,1.67385E-07,0.000274398,5.96773E-05,0.213137,0.213139,3.79983
B,10,1000,3.818,0.79,1,0.204211,0.202453,0.0167626,0.0123106,-0.0124301,-0.0167278,0.086604,-0.00633548,0.0860074,0.0109776,0.00150932,0.00177534,0.00986132,0.00990802,0.0640249,0.0193456,0.018939,0.00480646,0.00483034,2.55353E-07,2.5721E-07,0.00384353,0.00383217,4.45587E-07,0,9.73682E-05,0,0.204189,0.204204,9.37546
A,10,1000,3.818,0.79,4,0.21314,0.212745,0.0149862,0.0141235,-0.0141515,-0.0149639,0.0865392,-0.00640935,0.0864046,0.0109829,0.00150942,0.0017756,0.00986072,0.00990864,0.0640875,0.019316,0.0189067,0.00476396,0.0047656,2.4617E-07,2.46366E-07,0.00384449,0.00383301,3.53812E-06,1.67351E-07,0.00027437,5.96712E-05,0.213137,0.21314,3.80007
B,10,1000,3.818,0.79,4,0.333376,0.326112,0.164486,-1.60899E-06,1.99751E-06,-0.163623,0.0755997,-0.00435681,0.0861322,0.00999379,0.00150942,0.00177218,0.00983982,0.00992776,0.064031,0.0192854,0.0189924,0.152899,0.15278,9.79167E-06,9.80934E-06,0.00403487,0.0038317,0.62426,0,0.115248,0,0.331528,0.333011,9.36158
A,10,1000,3.818,1,0,0.213138,0.212744,0.0149869,0.0141228,-0.0141509,-0.0149645,0.0865392,-0.00640934,0.0864046,0.0109829,0.00150942,0.0017756,0.00986072,0.00990864,0.0640874,0.0193161,0.0189067,0.00476396,0.00476561,2.46171E-07,2.46368E-07,0.00384449,0.00383301,3.53884E-06,1.67385E-07,0.000274399,5.96773E-05,0.213136,0.213138,3.79983
B,10,1000,3.818,1,0,0.197899,0.19611,0.0173568,0.0117121,-0.0118578,-0.0173064,0.0863792,-0.00630574,0.086011,0.0109746,0.00150921,0.00177529,0.00986162,0.00990743,0.0640136,0.0193483,0.0189463,0.00483972,0.00486463,2.62086E-07,2.64036E-07,0.00384345,0.0038317,7.16331E-07,0,0.000123455,0,0.197865,0.197889,11.9009
A,10,1000,3.818,1,1,0.213138,0.212744,0.0149869,0.0141228,-0.0141509,-0.0149645,0.0865392,-0.00640934,0.0864046,0.0109829,0.00150942,0.0017756,0.00986072,0.00990864,0.0640874,0.0193161,0.0189067,0.00476396,0.00476561,2.46171E-07,2.46368E-07,0.00384449,0.00383301,3.53884E-06,1.67385E-07,0.000274399,5.96773E-05,0.213136,0.213138,3.79983
B,10,1000,3.818,1,1,0.197899,0.19611,0.0173568,0.0117121,-0.0118578,-0.0173064,0.0863792,-0.00630574,0.086011,0.0109746,0.00150921,0.00177529,0.00986162,0.00990743,0.0640136,0.0193483,0.0189463,0.00483972,0.00486463,2.62086E-07,2.64036E-07,0.00384345,0.0038317,7.16331E-07,0,0.000123455,0,0.197865,0.197889,11.9009
A,10,1000,3.818,1,4,0.213138,0.212743,0.014987,0.0141227,-0.0141508,-0.0149646,0.0865393,-0.0064093,0.0864044,0.0109829,0.00150942,0.0017756,0.00986071,0.00990865,0.0640873,0.0193161,0.0189068,0.00476396,0.00476562,2.4617E-07,2.4637E-07,0.00384448,0.00383301,3.54016E-06,1.67447E-07,0.000274449,5.96884E-05,0.213134,0.213138,3.80022
B,10,1000,3.818,1,4,0.300696,0.28669,0.203149,-5.80846E-06,1.42436E-05,-0.199932,0.0598079,-0.00160947,0.0850832,0.00880582,0.00141517,0.00165213,0.00966993,0.00980608,0.0631765,0.0182725,0.0193761,0.211718,0.212535,1.43984E-05,1.45381E-05,0.00415362,0.00361972,0.86739,0,0.135849,0,0.297193,0.30138,10.7375
A,10,20000,3.818,0.25,0,0.213151,0.212738,0.0149857,0.0141253,-0.0141516,-0.0149627,0.0865387,-0.00618497,0.0864043,0.0109829,0.00150952,0.00177271,0.00985936,0.0099071,0.064088,0.019315,0.0189056,0.00476433,0.00476521,2.47036E-07,2.47547E-07,0.00384748,0.003833,3.53765E-06,1.67323E-07,0.000274352,5.96663E-05,0.213151,0.213151,3.79955
B,10,20000,3.818,0.25,0,0.213431,0.211986,0.0152447,0.0138401,-0.0138937,-0.0152502,0.0868588,-0.0062378,0.0860789,0.0109823,0.00150953,0.00177367,0.00986006,0.00990791,0.0640584,0.0193315,0.0189206,0.00475897,0.00477783,2.46233E-07,2.47928E-07,0.00384566,0.00383288,4.44262E-08,0,3.07448E-05,0,0.21343,0.213431,2.92214
A,10,20000,3.818,0.25,1,0.213151,0.212738,0.0149857,0.0141253,-0.0141516,-0.0149627,0.0865387,-0.00618497,0.0864043,0.0109829,0.00150952,0.00177271,0.00985936,0.0099071,0.064088,0.019315,0.0189056,0.00476433,0.00476521,2.47036E-07,2.47547E-07,0.00384748,0.003833,3.53765E-06,1.67323E-07,0.000274352,5.96663E-05,0.213151,0.213151,3.79955
B,10,20000,3.818,0.25,1,0.213431,0.211986,0.0152447,0.0138401,-0.0138937,-0.0152502,0.0868588,-0.0062378,0.0860789,0.0109823,0.00150953,0.00177367,0.00986006,0.00990791,0.0640584,0.0193315,0.0189206,0.00475897,0.00477783,2.46233E-07,2.47928E-07,0.00384566,0.00383288,4.44262E-08,0,3.07448E-05,0,0.21343,0.213431,2.92214
A,10,20000,3.818,0.25,4,0.213151,0.212738,0.0149857,0.0141253,-0.0141516,-0.0149627,0.0865387,-0.00618498,0.0864043,0.0109829,0.00150952,0.00177271,0.00985936,0.00990709,0.064088,0.019315,0.0189056,0.00476433,0.00476521,2.47037E-07,2.47548E-07,0.00384748,0.003833,3.53765E-06,1.67323E-07,0.000274353,5.96663E-05,0.213151,0.213151,3.79955
B,10,20000,3.818,0.25,4,0.269621,0.267051,0.0638689,-1.78562E-05,1.45689E-05,-0.0639462,0.0854778,-0.0056178,0.0860777,0.0107978,0.00150954,0.00177114,0.0098584,0.00990738,0.0640589,0.0193279,0.0189228,0.0240225,0.0240634,1.2667E-06,1.27557E-06,0.00387324,0.00383282,0.0943596,0,0.0448069,0,0.269641,0.269633,2.91076
A,10,20000,3.818,0.5,0,0.21315,0.212738,0.0149861,0.0141249,-0.0141513,-0.0149631,0.0865387,-0.00618497,0.0864043,0.0109829,0.00150952,0.00177271,0.00985936,0.0099071,0.064088,0.019315,0.0189056,0.00476433,0.00476521,2.47037E-07,2.47548E-07,0.00384748,0.003833,3.53765E-06,1.67323E-07,0.000274352,5.96663E-05,0.21315,0.21315,3.79956
B,10,20000,3.818,0.5,0,0.210413,0.208783,0.0159429,0.0131355,-0.0132199,-0.0159315,0.0867961,-0.00603361,0.0860319,0.0109807,0.00150968,0.00176826,0.00985719,0.0099053,0.0640438,0.0193314,0.0189319,0.00477419,0.00479574,2.51078E-07,2.5368E-07,0.00385116,0.00383263,1.77478E-07,0,6.14503E-05,0,0.210411,0.210412,5.89237
A,10,20000,3.818,0.5,1,0.21315,0.212738,0.0149861,0.0141249,-0.0141513,-0.0149631,0.0865387,-0.00618497,0.0864043,0.0109829,0.00150952,0.00177271,0.00985936,0.0099071,0.064088,0.019315,0.0189056,0.00476433,0.00476521,2.47037E-07,2.47548E-07,0.00384748,0.003833,3.53765E-06,1.67323E-07,0.000274352,5.96663E-05,0.21315,0.21315,3.79956
B,10,20000,3.818,0.5,1,0.210413,0.208783,0.0159429,0.0131355,-0.0132199,-0.0159315,0.0867961,-0.00603361,0.0860319,0.0109807,0.00150968,0.00176826,0.00985719,0.0099053,0.0640438,0.0193314,0.0189319,0.00477419,0.00479574,2.51078E-07,2.5368E-07,0.00385116,0.00383263,1.77478E-07,0,6.14503E-05,0,0.210411,0.210412,5.89237
A,10,20000,3.818,0.5,4,0.21315,0.212738,0.0149859,0.0141248,-0.0141517,-0.0149633,0.0865389,-0.00618513,0.0864044,0.0109829,0.00150951,0.00177271,0.00985941,0.00990705,0.0640881,0.019315,0.0189055,0.00476433,0.00476521,2.47041E-07,2.47543E-07,0.00384751,0.003833,3.53732E-06,1.67307E-07,0.00027434,5.96635E-05,0.213149,0.21315,3.79885
B,10,20000,3.818,0.5,4,0.347799,0.343964,0.127115,-4.7639E-05,4.48197E-05,-0.127768,0.0805302,-0.00473168,0.086226,0.0103222,0.001511,0.00175728,0.00979838,0.00995225,0.0640629,0.0191977,0.0190415,0.0914412,0.0913373,5.42638E-06,5.44991E-06,0.00397466,0.00383242,0.37231,0,0.0890029,0,0.347885,0.347817,5.87354
A,10,20000,3.818,0.79,0,0.213149,0.212736,0.0149868,0.0141242,-0.0141506,-0.0149638,0.0865387,-0.00618497,0.0864043,0.0109829,0.00150952,0.00177271,0.00985936,0.00990709,0.064088,0.019315,0.0189056,0.00476433,0.00476522,2.47038E-07,2.47549E-07,0.00384748,0.003833,3.53764E-06,1.67323E-07,0.000274352,5.96663E-05,0.213148,0.213149,3.79958
