blk,modo_db,f_hz,vin_pk,k_att,caso,p_q132,p_q133,icmax_q132,icmin_q132,icmax_q133,icmin_q133,p_q122,icmax_q122,p_q125,p_q127,p_q121a,p_q121b,p_q117,p_q118,p_q106,p_jq110a,p_jq110b,p_r134,p_r135,p_r130,p_r131,p_r123,p_r126,p_rsep,p_rsep2,irms_rsep,irms_rsep2,p_q132_w1,p_q132_w2,voutpk,p_rail
F2,0,1000,0,1,2,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,1.28537E-22,0,1.65373E-12,0,0.214234,0.214234,-0.0331465,3.22485
B,0,1000,0,1,2,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,5.65124E-23,0,1.09654E-12,0,0.214234,0.214234,-0.0331465,3.22485
A,0,1000,0,1,3,0.213981,0.213522,0.0145565,0.0145565,-0.0145581,-0.0145581,0.0865987,-0.00644248,0.0863844,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640756,0.0193252,0.0189111,0.00476244,0.00476355,2.45247E-07,2.45439E-07,0.00384452,0.00383312,0,0,0,0,0.213981,0.213981,-0.0165756,3.22485
F1,0,1000,0,1,3,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,2.22699E-21,0,6.88351E-12,0,0.214234,0.214234,-0.0331465,3.22485
F2,0,1000,0,1,3,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,3.80723E-26,0,2.87208E-14,0,0.214234,0.214234,-0.0331465,3.22485
B,0,1000,0,1,3,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,5.65124E-23,0,1.09654E-12,0,0.214234,0.214234,-0.0331465,3.22485
A,0,1000,0,1,4,0.213981,0.213522,0.0145565,0.0145565,-0.0145581,-0.0145581,0.0865987,-0.00644248,0.0863844,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640756,0.0193252,0.0189111,0.00476244,0.00476355,2.45247E-07,2.45439E-07,0.00384452,0.00383312,0,0,0,0,0.213981,0.213981,-0.0165756,3.22485
F1,0,1000,0,1,4,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,2.22699E-21,0,6.88351E-12,0,0.214234,0.214234,-0.0331465,3.22485
F2,0,1000,0,1,4,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,1.28537E-22,0,1.65373E-12,0,0.214234,0.214234,-0.0331465,3.22485
B,0,1000,0,1,4,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,3.73381E-26,0,2.7609E-14,0,0.214234,0.214234,-0.0331465,3.22485
A,0,1000,0,1,5,0.213981,0.213522,0.0145565,0.0145565,-0.0145581,-0.0145581,0.0865987,-0.00644248,0.0863844,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640756,0.0193252,0.0189111,0.00476244,0.00476355,2.45247E-07,2.45439E-07,0.00384452,0.00383312,0,0,0,0,0.213981,0.213981,-0.0165756,3.22485
F1,0,1000,0,1,5,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,2.68061E-26,0,2.40626E-14,0,0.214234,0.214234,-0.0331465,3.22485
F2,0,1000,0,1,5,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,1.28537E-22,0,1.65373E-12,0,0.214234,0.214234,-0.0331465,3.22485
B,0,1000,0,1,5,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,5.65124E-23,0,1.09654E-12,0,0.214234,0.214234,-0.0331465,3.22485
A,0,1000,0,1,6,0.213981,0.213522,0.0145565,0.0145565,-0.0145581,-0.0145581,0.0865987,-0.00644248,0.0863844,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640756,0.0193252,0.0189111,0.00476244,0.00476355,2.45247E-07,2.45439E-07,0.00384452,0.00383312,0,0,0,0,0.213981,0.213981,-0.0165756,3.22485
F1,0,1000,0,1,6,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,1.03516E-23,0,4.69458E-13,0,0.214234,0.214234,-0.0331465,3.22485
F2,0,1000,0,1,6,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,1.28537E-22,0,1.65373E-12,0,0.214234,0.214234,-0.0331465,3.22485
B,0,1000,0,1,6,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,5.65122E-23,0,1.09653E-12,0,0.214234,0.214234,-0.0331465,3.22485
A,0,1000,0.4243,1,0,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865982,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45254E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.4076,3.22485
F1,0,1000,0.4243,1,0,0.214228,0.213264,0.0145792,0.0145352,-0.0145377,-0.0145768,0.0867038,-0.00643923,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990886,0.0640031,0.0193614,0.0189466,0.00476293,0.00476301,2.4521E-07,2.45488E-07,0.00384441,0.00383306,4.3708E-08,0,3.04952E-05,0,0.214228,0.214228,0.390905,3.22485
F2,0,1000,0.4243,1,0,0.214233,0.213267,0.0145625,0.0145521,-0.0145543,-0.0145602,0.0867038,-0.00643954,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990886,0.0640031,0.0193614,0.0189466,0.00476296,0.00476297,2.4521E-07,2.45484E-07,0.00384441,0.00383306,2.06737E-09,0,6.63224E-06,0,0.214233,0.214233,0.390906,3.22485
B,0,1000,0.4243,1,0,0.214233,0.213267,0.0145609,0.0145537,-0.0145558,-0.0145586,0.0867039,-0.00643957,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990886,0.0640031,0.0193614,0.0189466,0.00476297,0.00476297,2.45209E-07,2.45484E-07,0.00384441,0.00383306,8.93948E-10,0,4.36121E-06,0,0.214233,0.214233,0.390906,3.22485
A,0,1000,0.4243,1,1,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865981,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.0098608,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45255E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.407596,3.22635
F1,0,1000,0.4243,1,1,0.213692,0.21275,0.0182348,0.0109467,-0.0109938,-0.0181876,0.0866873,-0.00636447,0.0862774,0.0109829,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189467,0.00492272,0.00491948,2.53138E-07,2.53268E-07,0.00384468,0.00383306,0.00125818,0,0.00517395,0,0.213621,0.213685,0.390747,3.22635
F2,0,1000,0.4243,1,1,0.213692,0.21275,0.0182348,0.0109467,-0.0109938,-0.0181876,0.0866873,-0.00636447,0.0862774,0.0109829,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189467,0.00492272,0.00491948,2.53138E-07,2.53268E-07,0.00384468,0.00383306,0.00125818,0,0.00517395,0,0.213621,0.213685,0.390747,3.22635
B,0,1000,0.4243,1,1,0.213692,0.21275,0.0182348,0.0109467,-0.0109938,-0.0181876,0.0866873,-0.00636447,0.0862774,0.0109829,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189467,0.00492272,0.00491948,2.53138E-07,2.53268E-07,0.00384468,0.00383306,0.00125818,0,0.00517395,0,0.213621,0.213685,0.390747,3.22635
A,0,1000,0.4243,1,2,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865982,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45254E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.4076,3.22535
F1,0,1000,0.4243,1,2,0.213659,0.21278,0.0182347,0.0109468,-0.0109939,-0.0181875,0.086687,-0.00636447,0.086277,0.0109829,0.00150946,0.00177556,0.00986073,0.00990885,0.0640031,0.0193614,0.0189467,0.00492131,0.00492098,2.53067E-07,2.53343E-07,0.00384463,0.00383306,0.00125855,0,0.00517471,0,0.213619,0.213619,0.390748,3.22535
F2,0,1000,0.4243,1,2,0.214233,0.213267,0.0145625,0.0145521,-0.0145543,-0.0145602,0.0867038,-0.00643954,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990886,0.0640031,0.0193614,0.0189466,0.00476296,0.00476297,2.4521E-07,2.45484E-07,0.00384441,0.00383306,2.06737E-09,0,6.63224E-06,0,0.214233,0.214233,0.390906,3.22535
B,0,1000,0.4243,1,2,0.214233,0.213267,0.0145609,0.0145537,-0.0145558,-0.0145586,0.0867039,-0.00643957,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990886,0.0640031,0.0193614,0.0189466,0.00476297,0.00476297,2.45209E-07,2.45484E-07,0.00384441,0.00383306,8.93948E-10,0,4.36121E-06,0,0.214233,0.214233,0.390906,3.22535
A,0,1000,0.4243,1,3,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865982,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45254E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.4076,3.22535
F1,0,1000,0.4243,1,3,0.214228,0.213264,0.0145792,0.0145352,-0.0145377,-0.0145768,0.0867038,-0.00643923,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990886,0.0640031,0.0193614,0.0189466,0.00476293,0.00476301,2.4521E-07,2.45488E-07,0.00384441,0.00383306,4.3708E-08,0,3.04952E-05,0,0.214228,0.214228,0.390905,3.22535
F2,0,1000,0.4243,1,3,0.213659,0.21278,0.0182347,0.0109468,-0.0109939,-0.0181875,0.086687,-0.00636447,0.086277,0.0109829,0.00150946,0.00177556,0.00986073,0.00990885,0.0640031,0.0193614,0.0189467,0.00492131,0.00492098,2.53067E-07,2.53343E-07,0.00384463,0.00383306,0.00125855,0,0.00517471,0,0.213619,0.213619,0.390748,3.22535
B,0,1000,0.4243,1,3,0.214233,0.213267,0.0145609,0.0145537,-0.0145558,-0.0145586,0.0867039,-0.00643957,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990886,0.0640031,0.0193614,0.0189466,0.00476297,0.00476297,2.45209E-07,2.45484E-07,0.00384441,0.00383306,8.93948E-10,0,4.36121E-06,0,0.214233,0.214233,0.390906,3.22535
A,0,1000,0.4243,1,4,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865982,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45254E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.4076,3.22535
F1,0,1000,0.4243,1,4,0.214228,0.213264,0.0145792,0.0145352,-0.0145377,-0.0145768,0.0867038,-0.00643923,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990886,0.0640031,0.0193614,0.0189466,0.00476293,0.00476301,2.4521E-07,2.45488E-07,0.00384441,0.00383306,4.3708E-08,0,3.04952E-05,0,0.214228,0.214228,0.390905,3.22535
F2,0,1000,0.4243,1,4,0.214233,0.213267,0.0145625,0.0145521,-0.0145543,-0.0145602,0.0867038,-0.00643954,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990886,0.0640031,0.0193614,0.0189466,0.00476296,0.00476297,2.4521E-07,2.45484E-07,0.00384441,0.00383306,2.06737E-09,0,6.63224E-06,0,0.214233,0.214233,0.390906,3.22535
B,0,1000,0.4243,1,4,0.213659,0.212781,0.0182347,0.0109468,-0.0109939,-0.0181875,0.086687,-0.00636447,0.086277,0.0109829,0.00150946,0.00177556,0.00986073,0.00990885,0.0640031,0.0193614,0.0189467,0.0049213,0.00492098,2.53067E-07,2.53343E-07,0.00384463,0.00383306,0.00125855,0,0.00517471,0,0.213619,0.213619,0.390748,3.22535
A,0,1000,0.4243,1,5,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865982,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45254E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.4076,3.22523
F1,0,1000,0.4243,1,5,0.213692,0.212794,0.0177671,0.0113981,-0.0114397,-0.0177254,0.0866889,-0.00637395,0.0862771,0.010983,0.00150946,0.00177556,0.00986072,0.00990885,0.0640031,0.0193614,0.0189467,0.00488386,0.00488359,2.51265E-07,2.51538E-07,0.00384458,0.00383306,0.000961248,0,0.0045224,0,0.213661,0.213661,0.39075,3.22523
F2,0,1000,0.4243,1,5,0.214233,0.213267,0.0145625,0.0145521,-0.0145543,-0.0145602,0.0867038,-0.00643954,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990886,0.0640031,0.0193614,0.0189466,0.00476296,0.00476297,2.4521E-07,2.45484E-07,0.00384441,0.00383306,2.06737E-09,0,6.63224E-06,0,0.214233,0.214233,0.390906,3.22523
B,0,1000,0.4243,1,5,0.214233,0.213267,0.0145609,0.0145537,-0.0145558,-0.0145586,0.0867039,-0.00643957,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990886,0.0640031,0.0193614,0.0189466,0.00476297,0.00476297,2.45209E-07,2.45484E-07,0.00384441,0.00383306,8.93948E-10,0,4.36121E-06,0,0.214233,0.214233,0.390906,3.22523
A,0,1000,0.4243,1,6,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865982,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45254E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.4076,3.22492
F1,0,1000,0.4243,1,6,0.213948,0.213003,0.0159623,0.0131614,-0.0131813,-0.015943,0.0866973,-0.00641087,0.0862772,0.0109832,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189467,0.00478621,0.00478635,2.46471E-07,2.46754E-07,0.00384444,0.00383306,0.000185863,0,0.0019886,0,0.21394,0.213944,0.390815,3.22492
F2,0,1000,0.4243,1,6,0.214233,0.213267,0.0145625,0.0145521,-0.0145543,-0.0145602,0.0867038,-0.00643954,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990886,0.0640031,0.0193614,0.0189466,0.00476296,0.00476297,2.4521E-07,2.45484E-07,0.00384441,0.00383306,2.06737E-09,0,6.63224E-06,0,0.214233,0.214233,0.390906,3.22492
B,0,1000,0.4243,1,6,0.214233,0.213267,0.0145609,0.0145537,-0.0145558,-0.0145586,0.0867039,-0.00643957,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990886,0.0640031,0.0193614,0.0189466,0.00476297,0.00476297,2.45209E-07,2.45484E-07,0.00384441,0.00383306,8.93948E-10,0,4.36121E-06,0,0.214233,0.214233,0.390906,3.22492
A,0,1000,1.4142,1,0,0.213927,0.213474,0.0146307,0.014482,-0.0144919,-0.014624,0.0865919,-0.00643189,0.0863872,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640772,0.019324,0.0189105,0.00476247,0.00476356,2.45331E-07,2.4552E-07,0.00384452,0.0038331,0,0,0,0,0.213927,0.213927,1.39712,3.22484
F1,0,1000,1.4142,1,0,0.214178,0.213223,0.0146303,0.0144836,-0.0144922,-0.0146224,0.0866975,-0.00643182,0.0862798,0.0109833,0.00150945,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476285,0.00476312,2.45281E-07,2.45567E-07,0.0038444,0.00383305,4.85359E-07,0,0.000101621,0,0.214178,0.214178,1.38011,3.22484
F2,0,1000,1.4142,1,0,0.214221,0.213259,0.0145745,0.0145398,-0.0145473,-0.0145669,0.0866984,-0.00643285,0.0862798,0.0109833,0.00150945,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476292,0.00476294,2.45263E-07,2.45536E-07,0.0038444,0.00383305,2.29573E-08,0,2.2101E-05,0,0.214221,0.214221,1.38012,3.22484
B,0,1000,1.4142,1,0,0.214224,0.213263,0.0145692,0.0145451,-0.0145525,-0.0145616,0.0866985,-0.00643295,0.0862798,0.0109833,0.00150945,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476293,0.00476293,2.45261E-07,2.45534E-07,0.0038444,0.00383305,9.92691E-09,0,1.45331E-05,0,0.214224,0.214225,1.38012,3.22484
A,0,1000,1.4142,1,1,0.213927,0.213474,0.0146307,0.014482,-0.0144919,-0.014624,0.0865919,-0.00643189,0.0863872,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640772,0.019324,0.0189105,0.00476247,0.00476356,2.45331E-07,2.4552E-07,0.00384452,0.0038331,0,0,0,0,0.213927,0.213927,1.3971,3.24655
F1,0,1000,1.4142,1,1,0.209018,0.208325,0.0272314,0.00295952,-0.00310153,-0.0270899,0.0865129,-0.00618083,0.0862795,0.0109774,0.00150945,0.0017755,0.00986073,0.00990879,0.0640045,0.0193598,0.0189466,0.00657523,0.0065428,3.35656E-07,3.34493E-07,0.00384745,0.00383304,0.0139795,0,0.0172464,0,0.208834,0.208931,1.37956,3.24655
F2,0,1000,1.4142,1,1,0.209018,0.208325,0.0272314,0.00295952,-0.00310153,-0.0270899,0.0865129,-0.00618083,0.0862795,0.0109774,0.00150945,0.0017755,0.00986073,0.00990879,0.0640045,0.0193598,0.0189466,0.00657523,0.0065428,3.35656E-07,3.34493E-07,0.00384745,0.00383304,0.0139795,0,0.0172464,0,0.208834,0.208931,1.37956,3.24655
B,0,1000,1.4142,1,1,0.209018,0.208325,0.0272314,0.00295952,-0.00310154,-0.0270899,0.0865129,-0.00618083,0.0862795,0.0109774,0.00150945,0.0017755,0.00986073,0.00990879,0.0640045,0.0193598,0.0189466,0.00657523,0.0065428,3.35656E-07,3.34493E-07,0.00384745,0.00383304,0.0139795,0,0.0172464,0,0.208834,0.208931,1.37956,3.24655
A,0,1000,1.4142,1,2,0.213927,0.213474,0.0146307,0.014482,-0.0144919,-0.014624,0.0865919,-0.00643189,0.0863872,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640772,0.019324,0.0189105,0.00476247,0.00476356,2.45331E-07,2.4552E-07,0.00384452,0.0038331,0,0,0,0,0.213927,0.213927,1.39708,3.23208
F1,0,1000,1.4142,1,2,0.209023,0.208321,0.0272315,0.00295938,-0.00310139,-0.0270901,0.0865129,-0.00618084,0.0862796,0.0109774,0.00150945,0.0017755,0.00986073,0.00990879,0.0640045,0.0193598,0.0189466,0.0065754,0.00654259,3.35665E-07,3.34482E-07,0.00384745,0.00383304,0.0139793,0,0.0172463,0,0.208835,0.20894,1.37954,3.23208
F2,0,1000,1.4142,1,2,0.214221,0.213259,0.0145745,0.0145398,-0.0145473,-0.0145669,0.0866984,-0.00643285,0.0862798,0.0109833,0.00150945,0.00177557,0.0098607,0.00990883,0.0640046,0.0193603,0.0189461,0.00476292,0.00476294,2.45263E-07,2.45536E-07,0.0038444,0.00383305,2.29554E-08,0,2.21001E-05,0,0.21422,0.214221,1.38008,3.23208
B,0,1000,1.4142,1,2,0.214224,0.213263,0.0145692,0.0145451,-0.0145525,-0.0145616,0.0866985,-0.00643295,0.0862798,0.0109833,0.00150945,0.00177557,0.0098607,0.00990883,0.0640046,0.0193603,0.0189461,0.00476293,0.00476293,2.45261E-07,2.45533E-07,0.0038444,0.00383305,9.9261E-09,0,1.45325E-05,0,0.214224,0.214224,1.38008,3.23208
A,0,1000,1.4142,1,3,0.213927,0.213474,0.0146307,0.014482,-0.0144919,-0.014624,0.0865919,-0.00643189,0.0863872,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640772,0.019324,0.0189105,0.00476247,0.00476356,2.45331E-07,2.4552E-07,0.00384452,0.0038331,0,0,0,0,0.213927,0.213927,1.39708,3.23208
