cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
mai_20_100k,rif,20,3.818,10,100k,C_pav,MAINJACK,0.0001666,1.197510,,sotto,"pavimento di C a 1.000 s, cond 7.22"
mai_20_100k,rif,20,3.818,10,100k,C_pav,MAINJACK,0.0001666,8.647510,,sotto,"pavimento di C a 8.500 s, cond 7.22"
mai_20_100k,rif,20,3.818,10,100k,C_pav,FIXJACK1,1.015e-05,1.197115,,sotto,"pavimento di C a 1.000 s, cond 7.22"
mai_20_100k,rif,20,3.818,10,100k,C_pav,FIXJACK1,1.015e-05,8.497115,,sotto,"pavimento di C a 8.500 s, cond 7.22"
mai_20_100k,rif,20,3.818,10,100k,C_pav,FIXJACK2,1.015e-05,1.197115,,sotto,"pavimento di C a 1.000 s, cond 7.22"
mai_20_100k,rif,20,3.818,10,100k,C_pav,FIXJACK2,1.015e-05,8.497115,,sotto,"pavimento di C a 8.500 s, cond 7.22"
sempre_20_100k,rif,20,3.818,10,100k,B1,MAINJACK,1.143e-10,13.373281,,sotto,"riferimento sempre in mute, da 0,5 s"
sempre_20_100k,rif,20,3.818,10,100k,B1,FIXJACK1,3.628e-11,13.673240,,sotto,"riferimento sempre in mute, da 0,5 s"
sempre_20_100k,rif,20,3.818,10,100k,B1,FIXJACK2,3.628e-11,13.173323,,sotto,"riferimento sempre in mute, da 0,5 s"
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,A_ins,MAINJACK,12.79,1.000031,2.000,SOPRA,riferimento sempre_20_100k
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,A_rel,MAINJACK,12.79,8.500031,2.000,SOPRA,riferimento mai_20_100k
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,B2,MAINJACK,8.542e-06,7.526323,,sotto,mute da t_ins+t_grad+20 ms a t_rel
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,C1_ins,MAINJACK,0.008003,5.499750,,SOPRA,"diagnostica, cond 7.22"
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,C1_rel,MAINJACK,0.0133,11.801948,,SOPRA,"diagnostica, cond 7.22"
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,C2_ins,MAINJACK,0.008003,5.499750,,SOPRA,"riferimento sempre_20_100k, cond 7.22"
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,C2_rel,MAINJACK,0.01335,11.801885,,SOPRA,"riferimento mai_20_100k, cond 7.22"
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,S_ins,MAINJACK,7.158,6.030000,,sotto,dB in 100 ms sopra -70 dB; pieno 12.01 V da mai_20_100k
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,S_rel,MAINJACK,29.71,11.687000,,SOPRA,dB in 100 ms sopra -70 dB; pieno 12.01 V da mai_20_100k
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,A_ins,FIXJACK1,4.063,1.000031,2.000,SOPRA,riferimento sempre_20_100k
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,A_rel,FIXJACK1,4.063,8.500031,2.000,SOPRA,riferimento mai_20_100k
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,B2,FIXJACK1,2.691e-06,7.526365,,sotto,mute da t_ins+t_grad+20 ms a t_rel
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,C1_ins,FIXJACK1,0.00254,5.499792,,SOPRA,"diagnostica, cond 7.22"
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,C1_rel,FIXJACK1,0.004226,11.801948,,SOPRA,"diagnostica, cond 7.22"
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,C2_ins,FIXJACK1,0.00254,5.499792,,SOPRA,"riferimento sempre_20_100k, cond 7.22"
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,C2_rel,FIXJACK1,0.004229,11.801937,,SOPRA,"riferimento mai_20_100k, cond 7.22"
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,S_ins,FIXJACK1,7.158,6.030000,,sotto,dB in 100 ms sopra -70 dB; pieno 3.812 V da mai_20_100k
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,S_rel,FIXJACK1,29.72,11.687000,,SOPRA,dB in 100 ms sopra -70 dB; pieno 3.812 V da mai_20_100k
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,A_ins,FIXJACK2,4.063,1.000031,2.000,SOPRA,riferimento sempre_20_100k
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,A_rel,FIXJACK2,4.063,8.500031,2.000,SOPRA,riferimento mai_20_100k
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,B2,FIXJACK2,2.691e-06,7.526365,,sotto,mute da t_ins+t_grad+20 ms a t_rel
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,C1_ins,FIXJACK2,0.00254,5.499792,,SOPRA,"diagnostica, cond 7.22"
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,C1_rel,FIXJACK2,0.004226,11.801948,,SOPRA,"diagnostica, cond 7.22"
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,C2_ins,FIXJACK2,0.00254,5.499792,,SOPRA,"riferimento sempre_20_100k, cond 7.22"
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,C2_rel,FIXJACK2,0.004229,11.801937,,SOPRA,"riferimento mai_20_100k, cond 7.22"
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,S_ins,FIXJACK2,7.158,6.030000,,sotto,dB in 100 ms sopra -70 dB; pieno 3.812 V da mai_20_100k
ev_20_100k,ldr_v3_td6,20,3.818,10,100k,S_rel,FIXJACK2,29.72,11.687000,,SOPRA,dB in 100 ms sopra -70 dB; pieno 3.812 V da mai_20_100k
rele_20_100k,rele_contro_norele,20,3.818,10,100k,A_ins,MAINJACK,0.0001272,7.500042,1.000,SOPRA,riferimento norele_20_100k
rele_20_100k,rele_contro_norele,20,3.818,10,100k,A_rel,MAINJACK,5.095e-05,8.500031,2.000,sotto,riferimento norele_20_100k
rele_20_100k,rele_contro_norele,20,3.818,10,100k,B2,MAINJACK,8.542e-06,7.526323,,sotto,mute da t_ins+t_grad+20 ms a t_rel
rele_20_100k,rele_contro_norele,20,3.818,10,100k,C1_ins,MAINJACK,9.1e-05,7.500042,,sotto,"diagnostica, cond 7.22"
rele_20_100k,rele_contro_norele,20,3.818,10,100k,C1_rel,MAINJACK,1.783e-06,8.501573,,sotto,"diagnostica, cond 7.22"
rele_20_100k,rele_contro_norele,20,3.818,10,100k,C2_ins,MAINJACK,9.092e-05,7.500042,,sotto,"riferimento norele_20_100k, cond 7.22"
rele_20_100k,rele_contro_norele,20,3.818,10,100k,C2_rel,MAINJACK,1.845e-06,8.501510,,sotto,"riferimento norele_20_100k, cond 7.22"
rele_20_100k,rele_contro_norele,20,3.818,10,100k,S_ins,MAINJACK,0,,,sotto,dB in 100 ms sopra -70 dB; pieno 12.01 V da norele_20_100k
rele_20_100k,rele_contro_norele,20,3.818,10,100k,S_rel,MAINJACK,0,,,sotto,dB in 100 ms sopra -70 dB; pieno 12.01 V da norele_20_100k
rele_20_100k,rele_contro_norele,20,3.818,10,100k,A_ins,FIXJACK1,4.032e-05,7.500042,1.000,"sotto, finestra corta: non accetta",riferimento norele_20_100k
rele_20_100k,rele_contro_norele,20,3.818,10,100k,A_rel,FIXJACK1,1.618e-05,8.500031,2.000,sotto,riferimento norele_20_100k
rele_20_100k,rele_contro_norele,20,3.818,10,100k,B2,FIXJACK1,2.691e-06,7.526365,,sotto,mute da t_ins+t_grad+20 ms a t_rel
rele_20_100k,rele_contro_norele,20,3.818,10,100k,C1_ins,FIXJACK1,2.884e-05,7.500042,,sotto,"diagnostica, cond 7.22"
rele_20_100k,rele_contro_norele,20,3.818,10,100k,C1_rel,FIXJACK1,5.669e-07,8.501583,,sotto,"diagnostica, cond 7.22"
rele_20_100k,rele_contro_norele,20,3.818,10,100k,C2_ins,FIXJACK1,2.882e-05,7.500042,,sotto,"riferimento norele_20_100k, cond 7.22"
rele_20_100k,rele_contro_norele,20,3.818,10,100k,C2_rel,FIXJACK1,5.865e-07,8.501510,,sotto,"riferimento norele_20_100k, cond 7.22"
rele_20_100k,rele_contro_norele,20,3.818,10,100k,S_ins,FIXJACK1,0,,,sotto,dB in 100 ms sopra -70 dB; pieno 3.812 V da norele_20_100k
rele_20_100k,rele_contro_norele,20,3.818,10,100k,S_rel,FIXJACK1,0,,,sotto,dB in 100 ms sopra -70 dB; pieno 3.812 V da norele_20_100k
rele_20_100k,rele_contro_norele,20,3.818,10,100k,A_ins,FIXJACK2,4.032e-05,7.500042,1.000,"sotto, finestra corta: non accetta",riferimento norele_20_100k
rele_20_100k,rele_contro_norele,20,3.818,10,100k,A_rel,FIXJACK2,1.618e-05,8.500031,2.000,sotto,riferimento norele_20_100k
rele_20_100k,rele_contro_norele,20,3.818,10,100k,B2,FIXJACK2,2.691e-06,7.526365,,sotto,mute da t_ins+t_grad+20 ms a t_rel
