cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,A_ins,MAINJACK,12.72,1.000021,2.000,SOPRA,riferimento sempre_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,A_rel,MAINJACK,12.72,8.500021,2.000,SOPRA,riferimento mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,B2,MAINJACK,3.296e-07,7.526365,,sotto,mute da t_ins+t_grad+20 ms a t_rel
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C1_ins,MAINJACK,0.002218,2.353927,,SOPRA,"diagnostica, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C1_rel,MAINJACK,0.001217,12.715354,,SOPRA,"diagnostica, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C2_ins,MAINJACK,0.002218,2.353927,,SOPRA,"riferimento sempre_1k_100k, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C2_rel,MAINJACK,0.0009777,12.680677,,sotto,"riferimento mai_1k_100k, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,S_ins,MAINJACK,7.163,6.040000,,sotto,dB in 100 ms sopra -70 dB; pieno 12.02 V da mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,S_rel,MAINJACK,5.32,9.437000,,sotto,dB in 100 ms sopra -70 dB; pieno 12.02 V da mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,A_ins,FIXJACK1,4.035,1.000021,2.000,SOPRA,riferimento sempre_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,A_rel,FIXJACK1,4.035,8.500021,2.000,SOPRA,riferimento mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,B2,FIXJACK1,1.072e-07,7.525365,,sotto,mute da t_ins+t_grad+20 ms a t_rel
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C1_ins,FIXJACK1,0.0006537,2.353927,,sotto,"diagnostica, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C1_rel,FIXJACK1,0.0003682,12.675354,,sotto,"diagnostica, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C2_ins,FIXJACK1,0.0006537,2.353927,,sotto,"riferimento sempre_1k_100k, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C2_rel,FIXJACK1,0.0003392,12.670344,,sotto,"riferimento mai_1k_100k, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,S_ins,FIXJACK1,7.163,6.040000,,sotto,dB in 100 ms sopra -70 dB; pieno 3.815 V da mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,S_rel,FIXJACK1,5.32,9.437000,,sotto,dB in 100 ms sopra -70 dB; pieno 3.815 V da mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,A_ins,FIXJACK2,4.035,1.000021,2.000,SOPRA,riferimento sempre_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,A_rel,FIXJACK2,4.035,8.500021,2.000,SOPRA,riferimento mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,B2,FIXJACK2,1.072e-07,7.525365,,sotto,mute da t_ins+t_grad+20 ms a t_rel
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C1_ins,FIXJACK2,0.0006537,2.353927,,sotto,"diagnostica, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C1_rel,FIXJACK2,0.0003682,12.675354,,sotto,"diagnostica, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C2_ins,FIXJACK2,0.0006537,2.353927,,sotto,"riferimento sempre_1k_100k, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,C2_rel,FIXJACK2,0.0003392,12.670344,,sotto,"riferimento mai_1k_100k, cond 1"
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,S_ins,FIXJACK2,7.163,6.040000,,sotto,dB in 100 ms sopra -70 dB; pieno 3.815 V da mai_1k_100k
ev_1k_100k,ldr_v4_td6,1000,3.818,10,100k,S_rel,FIXJACK2,5.32,9.437000,,sotto,dB in 100 ms sopra -70 dB; pieno 3.815 V da mai_1k_100k
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,A_ins,MAINJACK,0.0001251,7.501458,1.000,SOPRA,riferimento norele_1k_100k
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,A_rel,MAINJACK,6.544e-05,8.500438,2.000,sotto,riferimento norele_1k_100k
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,B2,MAINJACK,3.296e-07,7.526365,,sotto,mute da t_ins+t_grad+20 ms a t_rel
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,C1_ins,MAINJACK,6.663e-05,7.500302,,sotto,"diagnostica, cond 1"
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,C1_rel,MAINJACK,5.643e-05,8.500396,,sotto,"diagnostica, cond 1"
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,C2_ins,MAINJACK,6.664e-05,7.500302,,sotto,"riferimento norele_1k_100k, cond 1"
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,C2_rel,MAINJACK,5.651e-05,8.500396,,sotto,"riferimento norele_1k_100k, cond 1"
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,S_ins,MAINJACK,0,,,sotto,dB in 100 ms sopra -70 dB; pieno 12.02 V da norele_1k_100k
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,S_rel,MAINJACK,0,,,sotto,dB in 100 ms sopra -70 dB; pieno 12.02 V da norele_1k_100k
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,A_ins,FIXJACK1,3.973e-05,7.501458,1.000,"sotto, finestra corta: non accetta",riferimento norele_1k_100k
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,A_rel,FIXJACK1,2.075e-05,8.500438,2.000,sotto,riferimento norele_1k_100k
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,B2,FIXJACK1,1.072e-07,7.525365,,sotto,mute da t_ins+t_grad+20 ms a t_rel
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,C1_ins,FIXJACK1,2.117e-05,7.500302,,sotto,"diagnostica, cond 1"
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,C1_rel,FIXJACK1,1.794e-05,8.500396,,sotto,"diagnostica, cond 1"
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,C2_ins,FIXJACK1,2.118e-05,7.500302,,sotto,"riferimento norele_1k_100k, cond 1"
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,C2_rel,FIXJACK1,1.797e-05,8.500396,,sotto,"riferimento norele_1k_100k, cond 1"
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,S_ins,FIXJACK1,0,,,sotto,dB in 100 ms sopra -70 dB; pieno 3.815 V da norele_1k_100k
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,S_rel,FIXJACK1,0,,,sotto,dB in 100 ms sopra -70 dB; pieno 3.815 V da norele_1k_100k
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,A_ins,FIXJACK2,3.973e-05,7.501458,1.000,"sotto, finestra corta: non accetta",riferimento norele_1k_100k
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,A_rel,FIXJACK2,2.075e-05,8.500438,2.000,sotto,riferimento norele_1k_100k
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,B2,FIXJACK2,1.072e-07,7.525365,,sotto,mute da t_ins+t_grad+20 ms a t_rel
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,C1_ins,FIXJACK2,2.117e-05,7.500302,,sotto,"diagnostica, cond 1"
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,C1_rel,FIXJACK2,1.794e-05,8.500396,,sotto,"diagnostica, cond 1"
rele_1k_100k,rele_contro_norele,1000,3.818,10,100k,C2_ins,FIXJACK2,2.118e-05,7.500302,,sotto,"riferimento norele_1k_100k, cond 1"
