blk,modo_db,f_hz,vin_pk,k_att,caso,p_q132,p_q133,icmax_q132,icmin_q132,icmax_q133,icmin_q133,p_q122,icmax_q122,p_q125,p_q127,p_q121a,p_q121b,p_q117,p_q118,p_q106,p_jq110a,p_jq110b,p_r134,p_r135,p_r130,p_r131,p_r123,p_r126,p_rsep,p_rsep2,irms_rsep,irms_rsep2,p_q132_w1,p_q132_w2,voutpk,p_rail
F2,0,1000,0,1,3,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,3.49393E-25,0,8.65607E-14,0,0.295956,0.295956,-0.0309065,3.97257
B,0,1000,0,1,3,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.53212E-26,0,3.10528E-14,0,0.295956,0.295956,-0.0309065,3.97257
A,0,1000,0,1,4,0.295634,0.296562,0.0202902,0.0202902,-0.0204018,-0.0204018,0.0909247,-0.00679716,0.0895156,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.064251,0.0208067,0.0204155,0.00923464,0.00923607,3.90974E-07,7.7074E-08,0.00426988,0.00414282,0,0,0,0,0.295634,0.295634,-0.015454,3.97257
F1,0,1000,0,1,4,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.71625E-26,0,3.16812E-14,0,0.295956,0.295956,-0.0309065,3.97257
F2,0,1000,0,1,4,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.55432E-26,0,3.11286E-14,0,0.295956,0.295956,-0.0309065,3.97257
B,0,1000,0,1,4,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,3.38055E-25,0,8.4956E-14,0,0.295956,0.295956,-0.0309065,3.97257
A,0,1000,0,1,5,0.295634,0.296562,0.0202902,0.0202902,-0.0204018,-0.0204018,0.0909247,-0.00679716,0.0895156,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.064251,0.0208067,0.0204155,0.00923464,0.00923607,3.90974E-07,7.7074E-08,0.00426988,0.00414282,0,0,0,0,0.295634,0.295634,-0.015454,3.97257
F1,0,1000,0,1,5,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,2.57372E-25,0,7.39832E-14,0,0.295956,0.295956,-0.0309065,3.97257
F2,0,1000,0,1,5,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.55294E-26,0,3.11239E-14,0,0.295956,0.295956,-0.0309065,3.97257
B,0,1000,0,1,5,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.53297E-26,0,3.10554E-14,0,0.295956,0.295956,-0.0309065,3.97257
A,0,1000,0,1,6,0.295634,0.296562,0.0202902,0.0202902,-0.0204018,-0.0204018,0.0909247,-0.00679716,0.0895156,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.064251,0.0208067,0.0204155,0.00923464,0.00923607,3.90974E-07,7.7074E-08,0.00426988,0.00414282,0,0,0,0,0.295634,0.295634,-0.015454,3.97257
F1,0,1000,0,1,6,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,7.6957E-26,0,4.05945E-14,0,0.295956,0.295956,-0.0309065,3.97257
F2,0,1000,0,1,6,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.55219E-26,0,3.11217E-14,0,0.295956,0.295956,-0.0309065,3.97257
B,0,1000,0,1,6,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.53247E-26,0,3.10541E-14,0,0.295956,0.295956,-0.0309065,3.97257
A,0,1000,0.4243,1,0,0.295626,0.296557,0.0203159,0.020264,-0.0203881,-0.0204149,0.0909237,-0.00679204,0.0895157,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.9106E-07,7.71212E-08,0.00426987,0.00414282,0,0,0,0,0.295626,0.295626,0.408767,3.97255
F1,0,1000,0.4243,1,0,0.295948,0.296228,0.0203163,0.0202648,-0.0203874,-0.0204135,0.0910267,-0.00679189,0.0894121,0.0117673,0.00156296,0.00176149,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923499,0.0092351,3.90754E-07,7.72244E-08,0.00426968,0.0041428,4.37104E-08,0,3.0496E-05,0,0.295948,0.295948,0.393276,3.97255
F2,0,1000,0.4243,1,0,0.295952,0.29623,0.0202996,0.0202816,-0.0203967,-0.0204041,0.0910268,-0.00679212,0.0894121,0.0117673,0.00156296,0.00176149,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90748E-07,7.72212E-08,0.00426968,0.0041428,2.06748E-09,0,6.63242E-06,0,0.295952,0.295952,0.393277,3.97255
B,0,1000,0.4243,1,0,0.295953,0.296231,0.020298,0.0202832,-0.0203951,-0.0204057,0.0910268,-0.00679214,0.0894121,0.0117673,0.00156296,0.00176149,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90747E-07,7.72209E-08,0.00426968,0.0041428,8.93995E-10,0,4.36133E-06,0,0.295953,0.295953,0.393277,3.97255
A,0,1000,0.4243,1,1,0.295626,0.296557,0.0203159,0.020264,-0.0203881,-0.0204149,0.0909237,-0.00679204,0.0895157,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.9106E-07,7.71213E-08,0.00426987,0.00414282,0,0,0,0,0.295626,0.295627,0.408756,3.9735
F1,0,1000,0.4243,1,1,0.295308,0.295627,0.0239423,0.0166808,-0.016788,-0.0240552,0.0910165,-0.0067398,0.089412,0.0117668,0.00156296,0.00176151,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00939151,0.0093928,3.99388E-07,7.92303E-08,0.00426994,0.0041428,0.00125978,0,0.00517724,0,0.295253,0.295287,0.39318,3.9735
F2,0,1000,0.4243,1,1,0.295308,0.295627,0.0239423,0.0166808,-0.016788,-0.0240552,0.0910165,-0.0067398,0.089412,0.0117668,0.00156296,0.00176151,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00939151,0.0093928,3.99388E-07,7.92303E-08,0.00426994,0.0041428,0.00125978,0,0.00517724,0,0.295253,0.295287,0.39318,3.9735
B,0,1000,0.4243,1,1,0.295308,0.295627,0.0239423,0.0166808,-0.016788,-0.0240552,0.0910165,-0.0067398,0.089412,0.0117668,0.00156296,0.00176151,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00939151,0.0093928,3.99388E-07,7.92303E-08,0.00426994,0.0041428,0.00125978,0,0.00517724,0,0.295253,0.295287,0.39318,3.9735
A,0,1000,0.4243,1,2,0.295626,0.296557,0.020316,0.020264,-0.0203881,-0.0204149,0.0909236,-0.00679204,0.0895157,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.9106E-07,7.71211E-08,0.00426988,0.00414282,0,0,0,0,0.295626,0.295626,0.408787,3.97287
F1,0,1000,0.4243,1,2,0.295318,0.295618,0.0239425,0.0166806,-0.0167878,-0.0240554,0.0910166,-0.0067398,0.0894121,0.0117668,0.00156296,0.00176151,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00939213,0.00939215,3.99416E-07,7.92242E-08,0.00426995,0.0041428,0.00125966,0,0.00517699,0,0.295254,0.295307,0.39322,3.97287
F2,0,1000,0.4243,1,2,0.295952,0.29623,0.0202996,0.0202816,-0.0203967,-0.0204041,0.0910268,-0.00679212,0.0894121,0.0117673,0.00156296,0.00176149,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90748E-07,7.72211E-08,0.00426968,0.0041428,2.06713E-09,0,6.63185E-06,0,0.295952,0.295952,0.393295,3.97287
B,0,1000,0.4243,1,2,0.295953,0.296231,0.020298,0.0202832,-0.0203951,-0.0204057,0.0910268,-0.00679214,0.0894121,0.0117673,0.00156296,0.00176149,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90747E-07,7.72208E-08,0.00426968,0.0041428,8.93841E-10,0,4.36095E-06,0,0.295953,0.295953,0.393295,3.97287
A,0,1000,0.4243,1,3,0.295626,0.296557,0.020316,0.020264,-0.0203881,-0.0204149,0.0909236,-0.00679204,0.0895157,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.9106E-07,7.71211E-08,0.00426988,0.00414282,0,0,0,0,0.295626,0.295626,0.408787,3.97287
F1,0,1000,0.4243,1,3,0.295948,0.296228,0.0203163,0.0202648,-0.0203874,-0.0204135,0.0910267,-0.00679189,0.0894121,0.0117673,0.00156296,0.00176149,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923499,0.0092351,3.90754E-07,7.72243E-08,0.00426968,0.0041428,4.37029E-08,0,3.04934E-05,0,0.295948,0.295948,0.393294,3.97287
F2,0,1000,0.4243,1,3,0.295318,0.295618,0.0239425,0.0166806,-0.0167878,-0.0240554,0.0910166,-0.0067398,0.0894121,0.0117668,0.00156296,0.00176151,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00939213,0.00939215,3.99416E-07,7.92242E-08,0.00426995,0.0041428,0.00125966,0,0.00517699,0,0.295254,0.295307,0.39322,3.97287
B,0,1000,0.4243,1,3,0.295953,0.296231,0.020298,0.0202832,-0.0203951,-0.0204057,0.0910268,-0.00679214,0.0894121,0.0117673,0.00156296,0.00176149,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90747E-07,7.72208E-08,0.00426968,0.0041428,8.93841E-10,0,4.36095E-06,0,0.295953,0.295953,0.393295,3.97287
A,0,1000,0.4243,1,4,0.295626,0.296557,0.020316,0.020264,-0.0203881,-0.0204149,0.0909236,-0.00679204,0.0895157,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.9106E-07,7.71211E-08,0.00426988,0.00414282,0,0,0,0,0.295626,0.295626,0.408787,3.97287
F1,0,1000,0.4243,1,4,0.295948,0.296228,0.0203163,0.0202648,-0.0203874,-0.0204135,0.0910267,-0.00679189,0.0894121,0.0117673,0.00156296,0.00176149,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923499,0.0092351,3.90754E-07,7.72243E-08,0.00426968,0.0041428,4.37029E-08,0,3.04934E-05,0,0.295948,0.295948,0.393294,3.97287
F2,0,1000,0.4243,1,4,0.295952,0.29623,0.0202996,0.0202816,-0.0203967,-0.0204041,0.0910268,-0.00679212,0.0894121,0.0117673,0.00156296,0.00176149,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90748E-07,7.72211E-08,0.00426968,0.0041428,2.06713E-09,0,6.63185E-06,0,0.295952,0.295952,0.393295,3.97287
B,0,1000,0.4243,1,4,0.295318,0.295618,0.0239425,0.0166806,-0.0167878,-0.0240554,0.0910166,-0.0067398,0.0894121,0.0117668,0.00156296,0.00176151,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00939213,0.00939215,3.99416E-07,7.92242E-08,0.00426995,0.0041428,0.00125966,0,0.00517699,0,0.295254,0.295307,0.39322,3.97287
A,0,1000,0.4243,1,5,0.295626,0.296557,0.0203159,0.020264,-0.0203881,-0.0204149,0.0909236,-0.00679204,0.0895157,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.9106E-07,7.71211E-08,0.00426988,0.00414282,0,0,0,0,0.295626,0.295626,0.408784,3.97279
F1,0,1000,0.4243,1,5,0.295365,0.295661,0.0234798,0.017133,-0.0172424,-0.0235903,0.0910176,-0.00674633,0.0894121,0.0117669,0.00156296,0.00176151,0.0102713,0.0102707,0.0641812,0.0208418,0.02045,0.00935497,0.00935495,3.97584E-07,7.88261E-08,0.0042699,0.0041428,0.000961945,0,0.00452404,0,0.295316,0.295356,0.393213,3.97279
F2,0,1000,0.4243,1,5,0.295952,0.29623,0.0202996,0.0202816,-0.0203967,-0.0204041,0.0910268,-0.00679212,0.0894121,0.0117673,0.00156296,0.00176149,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90748E-07,7.72211E-08,0.00426968,0.0041428,2.0672E-09,0,6.63196E-06,0,0.295952,0.295952,0.393292,3.97279
B,0,1000,0.4243,1,5,0.295953,0.296231,0.020298,0.0202832,-0.0203951,-0.0204057,0.0910268,-0.00679214,0.0894121,0.0117673,0.00156296,0.00176149,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90747E-07,7.72208E-08,0.00426968,0.0041428,8.93872E-10,0,4.36103E-06,0,0.295953,0.295953,0.393292,3.97279
A,0,1000,0.4243,1,6,0.295626,0.296557,0.0203159,0.020264,-0.0203881,-0.0204149,0.0909237,-0.00679204,0.0895157,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.0642511,0.0208067,0.0204155,0.00923455,0.00923598,3.9106E-07,7.71212E-08,0.00426987,0.00414282,0,0,0,0,0.295626,0.295626,0.408774,3.97259
F1,0,1000,0.4243,1,6,0.295659,0.295945,0.0216909,0.0188956,-0.0190131,-0.0217938,0.0910225,-0.00677199,0.0894121,0.0117671,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00925809,0.00925819,3.92443E-07,7.76631E-08,0.00426973,0.0041428,0.000185911,0,0.00198886,0,0.295647,0.295658,0.39323,3.97259
F2,0,1000,0.4243,1,6,0.295952,0.29623,0.0202996,0.0202816,-0.0203967,-0.0204041,0.0910268,-0.00679212,0.0894121,0.0117673,0.00156296,0.00176149,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90748E-07,7.72212E-08,0.00426968,0.0041428,2.06738E-09,0,6.63225E-06,0,0.295952,0.295952,0.393283,3.97259
B,0,1000,0.4243,1,6,0.295953,0.296231,0.020298,0.0202832,-0.0203951,-0.0204057,0.0910268,-0.00679214,0.0894121,0.0117673,0.00156296,0.00176149,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923504,0.00923504,3.90747E-07,7.72209E-08,0.00426968,0.0041428,8.93949E-10,0,4.36122E-06,0,0.295953,0.295953,0.393283,3.97259
A,0,1000,1.4142,1,0,0.295553,0.29651,0.0203741,0.0202008,-0.0203544,-0.0204434,0.0909129,-0.00678002,0.0895166,0.0117671,0.00156296,0.00176152,0.0102714,0.0102707,0.0642517,0.0208063,0.0204154,0.00923362,0.00923499,3.91929E-07,7.75998E-08,0.00426983,0.00414282,0,0,0,0,0.295553,0.295553,1.39857,3.9724
F1,0,1000,1.4142,1,0,0.295873,0.296183,0.0203736,0.0202021,-0.0203545,-0.0204415,0.091016,-0.00677987,0.089413,0.0117669,0.00156296,0.00176148,0.0102714,0.0102707,0.0641818,0.0208414,0.0204499,0.00923392,0.00923424,3.91614E-07,7.77048E-08,0.00426963,0.0041428,4.85806E-07,0,0.000101668,0,0.295873,0.295873,1.38296,3.9724
F2,0,1000,1.4142,1,0,0.295916,0.29622,0.0203181,0.0202581,-0.0203854,-0.0204103,0.0910165,-0.00678064,0.089413,0.0117669,0.00156296,0.00176148,0.0102714,0.0102707,0.0641818,0.0208414,0.0204498,0.00923404,0.00923404,3.91534E-07,7.76732E-08,0.00426963,0.0041428,2.29784E-08,0,2.21111E-05,0,0.295916,0.295916,1.38297,3.9724
B,0,1000,1.4142,1,0,0.29592,0.296224,0.0203128,0.0202634,-0.0203801,-0.0204156,0.0910166,-0.00678071,0.089413,0.0117669,0.00156296,0.00176148,0.0102714,0.0102707,0.0641818,0.0208414,0.0204498,0.00923404,0.00923404,3.91526E-07,7.76703E-08,0.00426963,0.0041428,9.93604E-09,0,1.45398E-05,0,0.29592,0.29592,1.38297,3.9724
A,0,1000,1.4142,1,1,0.295553,0.29651,0.0203741,0.0202008,-0.0203544,-0.0204434,0.0909129,-0.00678002,0.0895167,0.0117671,0.00156296,0.00176152,0.0102714,0.0102707,0.0642517,0.0208063,0.0204153,0.00923362,0.00923499,3.91931E-07,7.75985E-08,0.00426984,0.00414282,0,0,0,0,0.295552,0.295553,1.39855,3.98431
F1,0,1000,1.4142,1,1,0.289177,0.289548,0.0326661,0.00846232,-0.00856556,-0.0327877,0.0909039,-0.00660763,0.0894134,0.0117611,0.00156296,0.00176173,0.0102711,0.0102707,0.0641819,0.020841,0.0204501,0.0109995,0.0109886,4.89266E-07,1.00327E-07,0.00427295,0.0041428,0.0139935,0,0.017255,0,0.288952,0.289136,1.38271,3.98431
F2,0,1000,1.4142,1,1,0.289177,0.289548,0.0326661,0.00846232,-0.00856556,-0.0327877,0.0909039,-0.00660763,0.0894134,0.0117611,0.00156296,0.00176173,0.0102711,0.0102707,0.0641819,0.020841,0.0204501,0.0109995,0.0109886,4.89266E-07,1.00327E-07,0.00427295,0.0041428,0.0139935,0,0.017255,0,0.288952,0.289136,1.38271,3.98431
B,0,1000,1.4142,1,1,0.289177,0.289548,0.0326661,0.00846232,-0.00856556,-0.0327877,0.0909039,-0.00660763,0.0894134,0.0117611,0.00156296,0.00176173,0.0102711,0.0102707,0.0641819,0.020841,0.0204501,0.0109995,0.0109886,4.89266E-07,1.00327E-07,0.00427295,0.0041428,0.0139935,0,0.017255,0,0.288952,0.289136,1.38271,3.98431
A,0,1000,1.4142,1,2,0.295553,0.29651,0.0203741,0.0202008,-0.0203544,-0.0204434,0.0909129,-0.00678002,0.0895166,0.0117671,0.00156296,0.00176152,0.0102714,0.0102707,0.0642517,0.0208063,0.0204154,0.00923362,0.00923499,3.9193E-07,7.75995E-08,0.00426983,0.00414282,0,0,0,0,0.295553,0.295553,1.39853,3.97637
F1,0,1000,1.4142,1,2,0.289122,0.289596,0.0326647,0.0084635,-0.00856675,-0.0327868,0.0909038,-0.00660765,0.0894128,0.0117611,0.00156296,0.00176172,0.0102711,0.0102707,0.0641818,0.0208411,0.0204501,0.0109964,0.0109922,4.89137E-07,1.00363E-07,0.00427287,0.0041428,0.0139956,0,0.0172563,0,0.288949,0.289027,1.38266,3.97637
F2,0,1000,1.4142,1,2,0.295916,0.29622,0.0203181,0.0202581,-0.0203854,-0.0204103,0.0910165,-0.00678064,0.089413,0.0117669,0.00156296,0.00176148,0.0102714,0.0102707,0.0641818,0.0208414,0.0204498,0.00923404,0.00923404,3.91534E-07,7.76729E-08,0.00426963,0.0041428,2.29755E-08,0,2.21097E-05,0,0.295916,0.295916,1.38292,3.97637
B,0,1000,1.4142,1,2,0.29592,0.296224,0.0203128,0.0202634,-0.0203801,-0.0204156,0.0910166,-0.00678071,0.089413,0.0117669,0.00156296,0.00176148,0.0102714,0.0102707,0.0641818,0.0208414,0.0204498,0.00923404,0.00923404,3.91526E-07,7.76701E-08,0.00426963,0.0041428,9.93479E-09,0,1.45389E-05,0,0.29592,0.29592,1.38292,3.97637
A,0,1000,1.4142,1,3,0.295553,0.29651,0.0203741,0.0202008,-0.0203544,-0.0204434,0.0909129,-0.00678002,0.0895166,0.0117671,0.00156296,0.00176152,0.0102714,0.0102707,0.0642517,0.0208063,0.0204154,0.00923362,0.00923499,3.9193E-07,7.75995E-08,0.00426983,0.00414282,0,0,0,0,0.295553,0.295553,1.39853,3.97637
F1,0,1000,1.4142,1,3,0.295873,0.296183,0.0203736,0.0202021,-0.0203545,-0.0204415,0.0910159,-0.00677987,0.089413,0.0117669,0.00156296,0.00176148,0.0102714,0.0102707,0.0641818,0.0208414,0.0204498,0.00923392,0.00923424,3.91614E-07,7.77046E-08,0.00426963,0.0041428,4.85745E-07,0,0.000101661,0,0.295873,0.295873,1.38292,3.97637
